,name,psnr,ssim
0,Set12\01,32.72796636616069,0.95653086358293
1,Set12\02,35.173070674721046,0.9574469168248221
2,Set12\03,33.368258641191915,0.9609175794126962
3,Set12\04,32.25361167975252,0.9553391439120613
4,Set12\05,33.40195630716154,0.9754536478602872
5,Set12\06,31.774078282749446,0.9570794195284168
6,Set12\07,31.947210790352774,0.9530523100413524
7,Set12\08,34.69099060298185,0.9601013661785165
8,Set12\09,32.81863859566518,0.9617690779248098
9,Set12\10,32.5269923235891,0.9390411433874188
10,Set12\11,32.485400756594544,0.9419483654186173
11,Set12\12,32.556764933709545,0.9452042031118242
12,Average,32.97707832955252,0.9553236697653128
