,name,psnr,ssim
0,Kodak24\kodim01,24.915991892414283,0.7797232889841794
1,Kodak24\kodim02,29.06335589556854,0.8617109591636244
2,Kodak24\kodim03,31.128812795583197,0.9251657383538253
3,Kodak24\kodim04,29.668673532816857,0.8794469588390476
4,Kodak24\kodim05,24.706785226651725,0.8289854783658663
5,Kodak24\kodim06,26.471303882514015,0.8237364004161453
6,Kodak24\kodim07,28.93265641037894,0.9184575876925445
7,Kodak24\kodim08,25.05296924122654,0.8657029823560668
8,Kodak24\kodim09,30.476845223785,0.9359846317099504
9,Kodak24\kodim10,29.939625418564113,0.915646651989563
10,Kodak24\kodim11,26.590214897775418,0.8385793462163657
11,Kodak24\kodim12,29.93684700007137,0.8865758191654827
12,Kodak24\kodim13,23.095056133067033,0.7368541491792507
13,Kodak24\kodim14,25.595840513096913,0.8073483930154661
14,Kodak24\kodim15,28.403782727664403,0.8544489706383452
15,Kodak24\kodim16,28.474316414540116,0.8496641692878373
16,Kodak24\kodim17,27.97783094044592,0.8662593168721572
17,Kodak24\kodim18,25.57360616837702,0.8039374167642038
18,Kodak24\kodim19,27.977153964954653,0.8969119011964698
19,Kodak24\kodim20,29.91356426929822,0.9168126052471096
20,Kodak24\kodim21,26.60560933407615,0.8700057847619472
21,Kodak24\kodim22,27.67551767099937,0.8467971074182703
22,Kodak24\kodim23,30.033263224850746,0.9256035611869434
23,Kodak24\kodim24,26.2592960279747,0.8466245141809363
24,Average,27.686204950278967,0.8617076555417332
