,name,psnr,ssim
0,CBSD68\00001,31.2590022105881,0.9460998452911856
1,CBSD68\00002,35.20037209226348,0.9740729978082299
2,CBSD68\00003,34.99648436169052,0.9701105729801744
3,CBSD68\00004,35.69231350154738,0.9720567944438545
4,CBSD68\00005,33.04277928708767,0.9656474190805889
5,CBSD68\00006,37.39797223938575,0.9787981405048255
6,CBSD68\00007,33.724802731478405,0.9641320009029628
7,CBSD68\00008,31.872705522872327,0.9545417162621724
8,CBSD68\00009,34.25329199350493,0.9682720920179895
9,CBSD68\00010,34.56521748232972,0.9642844018927784
10,CBSD68\00011,34.47883735173423,0.9762481970014951
11,CBSD68\00012,32.812934716537185,0.9551218731664498
12,CBSD68\00013,34.620079790638854,0.9667155992777205
13,CBSD68\00014,35.567483416682286,0.9697599021368267
14,CBSD68\00015,32.81571791769507,0.9582013411163411
15,CBSD68\00016,33.69045474808024,0.9721733947334185
16,CBSD68\00017,37.024205597572525,0.9718158428394039
17,CBSD68\00018,37.29063463689712,0.9778155612536823
18,CBSD68\00019,33.6366881434192,0.9626278813443675
19,CBSD68\00020,34.055086385556194,0.9651056560335447
20,CBSD68\00021,32.30968984793832,0.9731534764486408
21,CBSD68\00022,32.52501915509126,0.9617655227786813
22,CBSD68\00023,34.33627859020763,0.973431096087822
23,CBSD68\00024,34.144026725275616,0.9713198568509749
24,CBSD68\00025,35.03325280548364,0.9819713399934901
25,CBSD68\00026,33.37733928531046,0.9583115548679291
26,CBSD68\00027,34.74352291970159,0.9635192500258292
27,CBSD68\00028,37.861901789897644,0.9762480506051073
28,CBSD68\00029,31.148301179347865,0.9719432568612385
29,CBSD68\00030,34.62283894748524,0.9613206262634156
30,CBSD68\00031,30.6585227056063,0.9645552012731532
31,CBSD68\00032,32.19353824977762,0.9646640951039481
32,CBSD68\00033,33.78091391893576,0.9786506280100778
33,CBSD68\00034,36.971850894495375,0.9684683066308976
34,CBSD68\00035,33.15551297874533,0.959563627141387
35,CBSD68\00036,31.858272177007997,0.9135076213270154
36,CBSD68\00037,33.380670354178974,0.9563147355780396
37,CBSD68\00038,33.82624625096222,0.9574441074472789
38,CBSD68\00039,37.418652139397445,0.982002613591305
39,CBSD68\00040,34.01962046651118,0.9544289864625322
40,CBSD68\00041,33.22103512855379,0.9628406314706183
41,CBSD68\00042,34.71080135888782,0.9640188141798373
42,CBSD68\00043,35.35370216131785,0.9761862254160215
43,CBSD68\00044,33.55542591897016,0.9728023148988472
44,CBSD68\00045,37.73638853167506,0.9747394616673729
45,CBSD68\00046,32.052894984710186,0.9581976174963901
46,CBSD68\00047,32.07774533485768,0.9596079668959446
47,CBSD68\00048,35.0662617670826,0.9827851831539828
48,CBSD68\00049,35.477447083467446,0.9594791716229473
49,CBSD68\00050,32.21814325179999,0.9565243970370298
50,CBSD68\00051,33.72590644416095,0.9625811865145488
51,CBSD68\00052,35.929086338637426,0.9625870513970467
52,CBSD68\00053,35.22605543173509,0.9540147422977666
53,CBSD68\00054,34.25174323762533,0.965411867635734
54,CBSD68\00055,32.91022243005798,0.959696387302111
55,CBSD68\00056,30.023724026581796,0.9588750326069944
56,CBSD68\00057,33.36233180294799,0.9634154515362209
57,CBSD68\00058,34.64343839552784,0.9517304708899453
58,CBSD68\00059,34.5663605594829,0.9548345436609935
59,CBSD68\00060,35.155270682193795,0.9576365166345905
60,CBSD68\00061,35.002553212798986,0.9611672465485338
61,CBSD68\00062,38.23609068621687,0.9842394236578963
62,CBSD68\00063,32.18546549139039,0.9656140522253128
63,CBSD68\00064,31.814995660229577,0.944956818048848
64,CBSD68\00065,33.53986266612929,0.9602394120820215
65,CBSD68\00066,42.250633983605745,0.9918300573895825
66,CBSD68\00067,30.935295766233523,0.9717047849943293
67,CBSD68\00068,32.34195695913566,0.9736107038746401
68,Average,34.160792276543134,0.9652575399496015
