,name,psnr,ssim
0,CBSD68\00001,31.302626376986368,0.9465977245849041
1,CBSD68\00002,35.27725664720178,0.9746199115724389
2,CBSD68\00003,35.07091073510574,0.9704878178872631
3,CBSD68\00004,35.80857464041803,0.9727725700446669
4,CBSD68\00005,33.081803953036804,0.9659658883035794
5,CBSD68\00006,37.48431588253167,0.9791735885339974
6,CBSD68\00007,33.800257002289385,0.9647111212678
7,CBSD68\00008,31.928760066370295,0.9550892866725188
8,CBSD68\00009,34.3198810995977,0.9687843585944008
9,CBSD68\00010,34.6222936991298,0.9646824997966014
10,CBSD68\00011,34.56527816353951,0.9765521612204137
11,CBSD68\00012,32.895002897320765,0.9558360431134401
12,CBSD68\00013,34.67500084155272,0.9671767076817187
13,CBSD68\00014,35.6711406414789,0.9702325699964488
14,CBSD68\00015,32.85747090495405,0.9586304805813377
15,CBSD68\00016,33.79628753654488,0.9725324486813413
16,CBSD68\00017,37.10938573237581,0.9724005652034418
17,CBSD68\00018,37.43061504043476,0.9787406427332576
18,CBSD68\00019,33.71089176744818,0.963499924615515
19,CBSD68\00020,34.19708591034078,0.9663023485313597
20,CBSD68\00021,32.379047912754444,0.9735287147697641
21,CBSD68\00022,32.60603508878822,0.9623737703470429
22,CBSD68\00023,34.44021407945564,0.9740250305570464
23,CBSD68\00024,34.22925932498134,0.9719147221405072
24,CBSD68\00025,35.10717943474209,0.9824655342567398
25,CBSD68\00026,33.4389375711911,0.9588512024158139
26,CBSD68\00027,34.82693150873913,0.964633160349762
27,CBSD68\00028,37.93794511747796,0.9766814014841129
28,CBSD68\00029,31.208506808661475,0.9722833374335295
29,CBSD68\00030,34.6795413459866,0.9617859722858118
30,CBSD68\00031,30.71573421880004,0.9649409886700703
31,CBSD68\00032,32.25343554969055,0.9651023930658696
32,CBSD68\00033,33.84991186945841,0.9790549658863683
33,CBSD68\00034,37.02001067434311,0.9687197131552069
34,CBSD68\00035,33.20055247507034,0.9599877042557989
35,CBSD68\00036,31.886419280217574,0.9142403116202024
36,CBSD68\00037,33.42374120489887,0.956807488469996
37,CBSD68\00038,33.93645047403363,0.9583797620076319
38,CBSD68\00039,37.59641797332217,0.9825661105599797
39,CBSD68\00040,34.08720367098376,0.9548050695438804
40,CBSD68\00041,33.28777564499823,0.9634296941961366
41,CBSD68\00042,34.78781597325642,0.9645482771871707
42,CBSD68\00043,35.46483990986249,0.9767887567530208
43,CBSD68\00044,33.666041513620996,0.9734102434275771
44,CBSD68\00045,37.791601218518814,0.9750830923307632
45,CBSD68\00046,32.0979154568773,0.9585768385055214
46,CBSD68\00047,32.13262145245807,0.9601001359373229
47,CBSD68\00048,35.219719398890284,0.9833112143862476
48,CBSD68\00049,35.52861564754675,0.9598437269018621
49,CBSD68\00050,32.26946339064058,0.9570028225869766
50,CBSD68\00051,33.81217924171202,0.9630874716250658
51,CBSD68\00052,35.99593526737773,0.9630524834491588
52,CBSD68\00053,35.28571797421915,0.9545717349131836
53,CBSD68\00054,34.32330873165425,0.965891939364968
54,CBSD68\00055,32.965652876038945,0.9601528108708409
55,CBSD68\00056,30.08266122133747,0.9593874955556275
56,CBSD68\00057,33.42537603802044,0.963924866770472
57,CBSD68\00058,34.674413362686145,0.9520162352791703
58,CBSD68\00059,34.607239383126526,0.9552803275842794
59,CBSD68\00060,35.223425078778135,0.9582308051695643
60,CBSD68\00061,35.08744708341912,0.9617302958545221
61,CBSD68\00062,38.43405642052835,0.9848940920415242
62,CBSD68\00063,32.23565008007207,0.966020001221921
63,CBSD68\00064,31.83872097419007,0.9452829670588495
64,CBSD68\00065,33.61311245952861,0.9610935607568459
65,CBSD68\00066,42.42106550217631,0.9922445101731806
66,CBSD68\00067,30.975157367975314,0.9719356932604234
67,CBSD68\00068,32.40256552240793,0.973991133660712
68,Average,34.23644719579665,0.965776753525213
